method,seed,update,true_environment_steps_before_update,beta,barrier_active,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,total_gradient_norm,naturalized_reward_norm,naturalized_barrier_norm,euclidean_barrier_to_reward_ratio,natural_barrier_to_reward_ratio,euclidean_cosine,euclidean_cosine_defined,natural_cosine,natural_cosine_defined,realized_kl,damping,valid,invalid_reason,target_kl,predicted_kl,scale_factor,gradient_norm,natural_direction_norm,quadratic_form,solve_residual,fisher_condition_number,damped_condition_number
npg_logbarrier_handoff,612,0,0,546.4135158976487,True,174.43605041503906,0.10764230787754059,58.81721496582031,175.00588989257812,2942.24609375,134.9799041748047,0.33718497309400997,0.045876483432685224,-0.15888838469982147,True,-0.14068469405174255,True,0.0009429396595805883,0.01,True,,0.001,0.0010000001639127731,0.0001303050376009196,175.00588989257812,2926.309814453125,117789.78125,5.840332232764922e-05,1781321984.0,94.87225341796875
npg_logbarrier_handoff,612,1,4000,546.4135158976487,True,244.55615234375,0.11230286955833435,61.363807678222656,196.29046630859375,3667.59326171875,168.69680786132812,0.2509190919554918,0.04599659662976681,-0.8343925476074219,True,-0.20473292469978333,True,0.001233990304172039,0.01,True,,0.001,0.0009999998146668077,0.00010747982014436275,196.29046630859375,3636.80615234375,173131.515625,9.186928218696266e-05,635688960.0,95.77410888671875
npg_logbarrier_handoff,612,2,8000,546.4135158976487,True,246.28770446777344,0.13206736743450165,72.16339874267578,259.8312683105469,3836.764404296875,212.0546417236328,0.2930044717360964,0.05526913288867783,0.04633701965212822,True,0.24441172182559967,True,0.0007354437839239836,0.01,True,,0.001,0.0009999999310821295,9.015584510052577e-05,259.8312683105469,3894.025634765625,246060.6875,0.0001226798922289163,2357468416.0,98.07444763183594
npg_logbarrier_handoff,612,3,12000,546.4135158976487,True,299.9082336425781,0.12045200914144516,65.81660461425781,324.96026611328125,3542.627197265625,178.38320922851562,0.21945581091546862,0.050353367513861075,0.28680354356765747,True,0.08829068392515182,True,0.0009408501209691167,0.01,True,,0.001,0.0009999999310821295,7.105326949385926e-05,324.96026611328125,3562.81005859375,396152.0,5.7723304053070024e-05,1816194048.0,94.63788604736328
npg_logbarrier_handoff,612,4,16000,546.4135158976487,True,410.99639892578125,0.1140698716044426,62.329322814941406,439.53173828125,3442.279296875,176.84524536132812,0.15165418231850977,0.05137446154409182,0.39788129925727844,True,-0.00043530811672098935,True,0.0010706073371693492,0.01,True,,0.001,0.0010000000474974513,5.890317333978601e-05,439.53173828125,3446.74169921875,576438.0,9.51963520492427e-05,2348127232.0,93.53902435302734
npg_logbarrier_handoff,612,5,20000,546.4135158976487,True,200.14585876464844,0.10890356451272964,59.50638198852539,179.86708068847656,3668.3662109375,211.0623779296875,0.29731507989130546,0.05753579817096497,-0.4721766412258148,True,0.19736476242542267,True,0.0010091825388371944,0.01,True,,0.001,0.0010000001639127731,9.2888563813176e-05,179.86708068847656,3715.7880859375,231795.78125,9.400117414770648e-05,635319296.0,86.4900894165039
npg_logbarrier_handoff,612,6,23875,546.4135158976487,True,316.7020263671875,0.11321039497852325,61.85969161987305,332.805908203125,3741.333251953125,185.32505798339844,0.19532458421390805,0.04953449626190112,0.16928526759147644,True,-0.26819369196891785,True,0.0013941018842160702,0.01,True,,0.001,0.0010000001639127731,8.445814455626532e-05,332.805908203125,3695.94580078125,280379.96875,0.00012051077646901831,1725094144.0,83.65863800048828
npg_logbarrier_handoff,612,7,27875,546.4135158976487,True,246.0216064453125,0.1140812411904335,62.335533142089844,276.15179443359375,3299.42822265625,190.90977478027344,0.2533742220561683,0.05786147232097654,0.3862662613391876,True,-0.12884363532066345,True,0.001109384116716683,0.01,True,,0.001,0.0009999999310821295,7.492792792618275e-05,276.15179443359375,3280.299072265625,356239.875,0.00014630731311626732,994256512.0,91.25320434570312
npg_logbarrier_handoff,612,8,31875,546.4135158976487,True,200.40780639648438,0.09977872669696808,54.52044677734375,242.8783721923828,3181.621337890625,205.22474670410156,0.2720475202921046,0.06450319661237972,0.7255020141601562,True,0.0018866313621401787,True,0.0011892392067238688,0.01,True,,0.001,0.0009999999310821295,0.0001062908413587138,242.8783721923828,3188.619873046875,177026.515625,0.00012762207188643515,1448316416.0,97.96968841552734
npg_logbarrier_handoff,612,9,35875,546.4135158976487,True,276.5063171386719,0.0824512466788292,45.0524787902832,267.496337890625,2720.554443359375,189.99581909179688,0.16293471793517375,0.06983716850642681,-0.2781972885131836,True,-0.07733070105314255,True,0.0009215727332048118,0.01,True,,0.001,0.0010000001639127731,0.00012471666559576988,267.496337890625,2712.484375,128582.265625,5.7023535191547126e-05,2851324416.0,94.91460418701172
npg_logbarrier_handoff,612,10,39875,546.4135158976487,True,318.4454650878906,0.08748234063386917,47.801536560058594,315.9775085449219,3515.77197265625,183.6040802001953,0.15010901959889872,0.052222977379695654,-0.12648345530033112,True,0.251419335603714,True,0.0008834166801534593,0.01,True,,0.001,0.0010000003967434168,7.289147470146418e-05,315.9775085449219,3566.364013671875,376423.375,8.095415978459641e-05,2387239680.0,106.35643005371094
npg_logbarrier_handoff,612,11,43875,546.4135158976487,True,284.86346435546875,0.09214045107364655,50.3467903137207,312.3768005371094,2552.1591796875,178.60528564453125,0.1767400759084188,0.06998203210287245,0.4844975173473358,True,-0.2696441113948822,True,0.0011248185764998198,0.01,True,,0.001,0.0010000001639127731,9.539048187434673e-05,312.3768005371094,2509.899658203125,219796.09375,8.090784103842452e-05,2166153472.0,90.36637115478516
npg_logbarrier_handoff,612,12,47875,546.4135158976487,True,252.16322326660156,0.07728075981140137,42.22725296020508,244.8898162841797,2811.861328125,191.51605224609375,0.167459998381921,0.0681100630143095,-0.2534902095794678,True,-0.353032648563385,True,0.0008543560979887843,0.01,True,,0.001,0.0009999999310821295,0.00012318122026044875,244.8898162841797,2750.09326171875,131807.765625,7.549188012490049e-05,1095550848.0,100.26066589355469
npg_logbarrier_handoff,612,13,51875,546.4135158976487,True,680.401611328125,0.07905092090368271,43.19449234008789,702.387939453125,4981.72412109375,207.88067626953125,0.06348381841097267,0.04172866084440873,0.48548901081085205,True,0.0018263644305989146,True,0.0010712608927860856,0.01,True,,0.001,0.0010000001639127731,4.858557440456934e-05,702.387939453125,4986.439453125,847257.375,0.0003158914914820343,965692480.0,127.00900268554688
npg_logbarrier_handoff,612,14,55875,546.4135158976487,True,298.1969299316406,0.06654930114746094,36.363433837890625,328.4450988769531,4271.41552734375,210.109375,0.12194436021265097,0.049189636001220415,0.81304532289505,True,0.12320524454116821,True,0.0012036098632961512,0.01,True,,0.001,0.0010000000474974513,8.060891559580341e-05,328.4450988769531,4302.357421875,307796.59375,0.0001340657181572169,1071527744.0,117.69612884521484
npg_logbarrier_handoff,612,15,59875,546.4135158976487,True,412.693603515625,0.04962170124053955,27.113967895507812,426.66259765625,4814.71875,203.56053161621094,0.0656999955040041,0.04227880010981139,0.4910646378993988,True,0.3871283531188965,True,0.0008638439467176795,0.01,True,,0.001,0.0010000000474974513,5.906104343011975e-05,426.66259765625,4897.12109375,573360.5,7.872020069044083e-05,1228414464.0,117.39942169189453
npg_logbarrier_handoff,612,16,63875,546.4135158976487,True,157.2221221923828,0.040423765778541565,22.088090896606445,158.1031494140625,4527.90185546875,199.85797119140625,0.14048971346143413,0.04413920123953658,-0.030245939269661903,True,-0.37191951274871826,True,0.0011834271717816591,0.01,True,,0.001,0.0009999999310821295,0.00010585757263470441,158.1031494140625,4457.43359375,178478.609375,8.779819472692907e-05,737126528.0,91.03553771972656
npg_logbarrier_handoff,612,17,67875,546.4135158976487,True,235.652099609375,0.06987673044204712,38.18159103393555,254.06874084472656,5252.0693359375,264.50286865234375,0.16202525289283085,0.05036164828260587,0.42017871141433716,True,0.15819209814071655,True,0.0009413830121047795,0.01,True,,0.001,0.0010000005131587386,8.634846017230302e-05,254.06874084472656,5300.35205078125,268238.3125,0.00019827259529847652,830352064.0,123.75554656982422
npg_logbarrier_handoff,612,18,71563,546.4135158976487,True,190.6866455078125,0.04722275957465172,25.80315399169922,198.9970245361328,5536.37744140625,226.7007293701172,0.13531704814977227,0.0409474844822962,0.26142770051956177,True,-0.019983483478426933,True,0.0013227874878793955,0.01,True,,0.001,0.0010000003967434168,8.319116750499234e-05,198.9970245361328,5536.48876953125,288985.1875,0.00013951760774943978,2495377920.0,92.54483032226562
npg_logbarrier_handoff,612,19,75563,546.4135158976487,True,223.93267822265625,0.04310011863708496,23.550487518310547,240.17300415039062,4534.28271484375,208.08424377441406,0.10516771248050853,0.045891325455559864,0.6620185971260071,True,0.2108362317085266,True,0.0007856320589780807,0.01,True,,0.001,0.0010000001639127731,8.281508053187281e-05,240.17300415039062,4582.669921875,291615.875,0.00016925964155234396,1624080256.0,105.56120300292969
npg_logbarrier_handoff,612,20,79563,546.4135158976487,True,187.7777557373047,0.04050449654459953,22.132205963134766,186.18695068359375,5734.318359375,212.86798095703125,0.11786383257289028,0.03712175844039332,-0.13050559163093567,True,-0.07825154811143875,True,0.0008544129668734968,0.01,True,,0.001,0.0009999999310821295,7.677366374991834e-05,186.18695068359375,5721.59765625,339316.875,9.042894089361653e-05,2213784576.0,89.5224838256836
npg_logbarrier_handoff,612,21,83563,546.4135158976487,True,302.97967529296875,0.02773374132812023,15.154090881347656,315.4714660644531,4618.47216796875,192.2369384765625,0.050016856301315527,0.041623491813984496,0.8163001537322998,True,0.17248961329460144,True,0.001023487071506679,0.01,True,,0.001,0.0010000001639127731,7.707352779107168e-05,315.4714660644531,4655.484375,336681.75,0.00012250510917510837,817337344.0,94.5926284790039
npg_logbarrier_handoff,612,22,87563,546.4135158976487,True,318.45965576171875,0.030483119189739227,16.656389236450195,317.8660888671875,4064.308837890625,231.62606811523438,0.052302980723288275,0.056990272480240016,-0.06175295636057854,True,0.09198153018951416,True,0.0009308661101385951,0.01,True,,0.001,0.0010000001639127731,7.795121928211302e-05,317.8660888671875,4092.120361328125,329142.6875,0.00013848669186700135,1273900928.0,73.7261962890625
npg_logbarrier_handoff,612,23,91563,546.4135158976487,True,166.13194274902344,0.03813587874174118,20.83795928955078,183.561279296875,4789.71630859375,214.19888305664062,0.1254301788370152,0.04472057826730221,0.8175826072692871,True,0.3004550635814667,True,0.0007402917253784835,0.01,True,,0.001,0.0010000001639127731,9.786552254809067e-05,183.561279296875,4858.37158203125,208819.265625,0.00010128193389391527,2113682304.0,80.6199951171875
npg_logbarrier_handoff,612,24,95563,546.4135158976487,True,212.6454620361328,0.023448346182703972,12.812494277954102,213.45497131347656,4592.443359375,176.55442810058594,0.06025284600607652,0.03844455212281895,0.033174410462379456,True,-0.25388652086257935,True,0.0009892722591757774,0.01,True,,0.001,0.0010000001639127731,9.650667198002338e-05,213.45497131347656,4550.8232421875,214741.1875,6.432338705053553e-05,26991128576.0,72.21517181396484
npg_logbarrier_handoff,612,25,99563,546.4135158976487,True,213.0491943359375,0.03628184273838997,19.82489013671875,221.981689453125,4226.24072265625,204.5069122314453,0.09305311009746754,0.048389792643640496,0.4134886562824249,True,-0.09676666557788849,True,0.0010027493117377162,0.01,True,,0.001,0.0009999999310821295,0.00010461197962285951,221.981689453125,4211.37353515625,182754.125,8.80494189914316e-05,293780576.0,77.26616668701172
npg_logbarrier_handoff,612,26,103492,546.4135158976487,True,201.77577209472656,0.023283952847123146,12.72266674041748,206.88340759277344,3520.381103515625,221.2833251953125,0.06305349055705578,0.06285777553297514,0.37501296401023865,True,0.15349207818508148,True,0.0009281922830268741,0.01,True,,0.001,0.0009999999310821295,9.454027895117179e-05,206.88340759277344,3561.066650390625,223767.09375,5.841391975991428e-05,612573120.0,73.7325439453125
npg_logbarrier_handoff,612,27,107492,546.4135158976487,True,300.12701416015625,0.021364014595746994,11.673585891723633,297.4340515136719,4442.8154296875,192.57363891601562,0.038895485381046965,0.04334495590998722,-0.24910107254981995,True,0.21709635853767395,True,0.0013611861504614353,0.01,True,,0.001,0.0010000001639127731,8.875784260453656e-05,297.4340515136719,4488.56005859375,253873.03125,0.00011052127229049802,514481056.0,72.68463134765625
npg_logbarrier_handoff,612,28,111492,546.4135158976487,True,275.4764404296875,0.046820126473903656,25.58315086364746,291.3992919921875,3910.419921875,183.9641571044922,0.09286874341683421,0.04704460410386912,0.5939503312110901,True,0.02821560949087143,True,0.0011541424319148064,0.01,True,,0.001,0.0010000001639127731,9.241911902790889e-05,291.3992919921875,3919.923583984375,234156.59375,0.00036379863740876317,387073536.0,62.691104888916016
npg_logbarrier_handoff,612,29,115492,546.4135158976487,True,204.19723510742188,0.035108137875795364,19.183561325073242,202.6313934326172,3265.658203125,174.04168701171875,0.0939462344579806,0.05329452018131395,-0.1282833218574524,True,0.06224184110760689,True,0.001006184029392898,0.01,True,,0.001,0.0010000001639127731,0.00011110287596238777,202.6313934326172,3281.0927734375,162024.03125,9.093325206777081e-05,154190912.0,65.95408630371094
npg_logbarrier_handoff,612,30,119492,546.4135158976487,True,149.34634399414062,0.03429371863603592,18.738550186157227,149.75790405273438,4343.294921875,165.1968994140625,0.12547043124733206,0.03803492564643688,-0.04074228182435036,True,0.19683967530727386,True,0.0007888851105235517,0.01,True,,0.001,0.0009999999310821295,0.00011287512461422011,149.75790405273438,4378.80810546875,156976.09375,8.647287177154794e-05,847683904.0,62.07638168334961
npg_logbarrier_handoff,612,31,123492,546.4135158976487,True,362.7631530761719,0.0408836230635643,22.33936309814453,376.51617431640625,4012.17578125,138.786865234375,0.06158112506386166,0.03459142191201197,0.5965193510055542,True,-0.25787776708602905,True,0.0010835567954927683,0.01,True,,0.001,0.0010000001639127731,6.414375093299896e-05,376.51617431640625,3978.64599609375,486095.25,0.00013029106776230037,509354592.0,58.57996368408203
npg_logbarrier_handoff,612,32,127492,546.4135158976487,True,172.57167053222656,0.034746430814266205,18.985919952392578,175.39942932128906,3605.4541015625,162.3339385986328,0.11001759381385307,0.045024547262515965,0.09515106678009033,True,-0.13106118142604828,True,0.001008436200208962,0.01,True,,0.001,0.0010000001639127731,0.00011097396782133728,175.39942932128906,3587.7900390625,162400.671875,5.5755182984285057e-05,2559924224.0,62.287147521972656
