method,seed,update,true_environment_steps_before_update,beta,barrier_active,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,total_gradient_norm,naturalized_reward_norm,naturalized_barrier_norm,euclidean_barrier_to_reward_ratio,natural_barrier_to_reward_ratio,euclidean_cosine,euclidean_cosine_defined,natural_cosine,natural_cosine_defined,realized_kl,damping
gpomdp_logbarrier_handoff,705,0,0,546.4135158976487,True,294.9286193847656,0.14414487779140472,78.76270294189453,275.8823547363281,3419.084716796875,178.83168029785156,0.26705683262003216,0.05230396293467326,-0.3675383925437927,True,-0.030168503522872925,True,0.00010892494901781902,0.01
gpomdp_logbarrier_handoff,705,1,4000,546.4135158976487,True,233.7801971435547,0.14568185806274414,79.6025390625,209.9514617919922,3570.309326171875,170.69924926757812,0.34050163373598064,0.04781077314962055,-0.45434141159057617,True,0.16669711470603943,True,6.661620864178985e-05,0.01
gpomdp_logbarrier_handoff,705,2,8000,546.4135158976487,True,212.2598114013672,0.14745527505874634,80.57154846191406,211.2677459716797,4517.0029296875,194.14402770996094,0.37958927754608895,0.042980717686493156,-0.20207853615283966,True,-0.22166016697883606,True,7.078416820149869e-05,0.01
gpomdp_logbarrier_handoff,705,3,12000,546.4135158976487,True,229.67977905273438,0.15200020372867584,83.05496978759766,250.8910369873047,3111.010498046875,179.43032836914062,0.36161202405427373,0.057675899352248684,0.08637496083974838,True,0.08009462803602219,True,7.555353658972308e-05,0.01
gpomdp_logbarrier_handoff,705,4,16000,546.4135158976487,True,128.5818328857422,0.1506524682044983,82.31854248046875,190.44195556640625,2998.277099609375,172.0582275390625,0.6402035235694377,0.057385699127501855,0.6121355891227722,True,-0.08979837596416473,True,4.9192934966413304e-05,0.01
gpomdp_logbarrier_handoff,705,5,20000,546.4135158976487,True,147.29559326171875,0.14928539097309113,81.5715560913086,190.20457458496094,3174.270263671875,182.44715881347656,0.553794952618644,0.0574768824512216,0.32575055956840515,True,-0.08275409787893295,True,2.6155867089983076e-05,0.01
gpomdp_logbarrier_handoff,705,6,24000,546.4135158976487,True,243.36141967773438,0.14410389959812164,78.74031829833984,247.46884155273438,3921.59765625,185.95831298828125,0.32355300360513123,0.04741901880013427,-0.1091720312833786,True,0.02289537899196148,True,2.1698013370041735e-05,0.01
gpomdp_logbarrier_handoff,705,7,28000,546.4135158976487,True,180.26405334472656,0.14412038028240204,78.74932098388672,166.6763153076172,2979.555419921875,175.9493865966797,0.43685537700237476,0.059052228201646656,-0.3844691216945648,True,0.04091455787420273,True,2.205075725214556e-05,0.01
gpomdp_logbarrier_handoff,705,8,32000,546.4135158976487,True,305.2510986328125,0.14011190831661224,76.55903625488281,291.851806640625,4636.96728515625,181.66110229492188,0.2508067508938794,0.03917670561887532,-0.2965816557407379,True,-0.007794520817697048,True,3.426608600420877e-05,0.01
gpomdp_logbarrier_handoff,705,9,36000,546.4135158976487,True,357.5804138183594,0.139243483543396,76.08451843261719,317.8410949707031,4213.23486328125,177.0550994873047,0.2127759672856857,0.042023553215691116,-0.5996698141098022,True,-0.006344604305922985,True,2.6012992748292163e-05,0.01
gpomdp_logbarrier_handoff,705,10,40000,546.4135158976487,True,228.44158935546875,0.14051982760429382,76.78192901611328,262.2965087890625,3330.5859375,184.2509765625,0.3361118666384168,0.055320889483128674,0.3055393695831299,True,0.16269037127494812,True,3.3297674235654995e-05,0.01
gpomdp_logbarrier_handoff,705,11,44000,546.4135158976487,True,235.59059143066406,0.14111675322055817,77.10810089111328,246.08749389648438,2991.447021484375,186.0887908935547,0.3272970300845258,0.06220694852928275,-0.02448335289955139,True,0.05173580348491669,True,4.405891741043888e-05,0.01
gpomdp_logbarrier_handoff,705,12,48000,546.4135158976487,True,257.74267578125,0.14098089933395386,77.03385925292969,252.83438110351562,3115.388671875,179.76986694335938,0.2988789459076985,0.057703832772546065,-0.2125488817691803,True,-0.1609422117471695,True,2.0472398318815976e-05,0.01
gpomdp_logbarrier_handoff,705,13,52000,546.4135158976487,True,345.8124694824219,0.14184196293354034,77.50436401367188,384.7964172363281,3270.03466796875,173.27662658691406,0.2241225255112194,0.052989232280692744,0.41928043961524963,True,0.14426209032535553,True,9.983912605093792e-06,0.01
gpomdp_logbarrier_handoff,705,14,56000,546.4135158976487,True,221.4818115234375,0.14059463143348694,76.82279968261719,233.61917114257812,4677.99169921875,175.45201110839844,0.34685827768068306,0.03750584062338116,-0.011108770035207272,True,0.1756039410829544,True,1.253007121704286e-05,0.01
gpomdp_logbarrier_handoff,705,15,60000,546.4135158976487,True,134.438232421875,0.13907507061958313,75.99250030517578,151.86241149902344,2493.8564453125,174.29168701171875,0.5652595912352291,0.06988842013714171,-0.038482893258333206,True,-0.06295409798622131,True,1.321063973591663e-05,0.01
gpomdp_logbarrier_handoff,705,16,64000,546.4135158976487,True,193.74874877929688,0.13629379868507385,74.47277069091797,259.4329833984375,3635.795166015625,165.97219848632812,0.3843780729430744,0.04564949093879038,0.8393055200576782,True,0.07018271088600159,True,1.728543793433346e-05,0.01
gpomdp_logbarrier_handoff,705,17,68000,546.4135158976487,True,157.33740234375,0.13434509932994843,73.40797424316406,154.68447875976562,3736.21728515625,167.35125732421875,0.46656404103318466,0.04479162868527334,-0.2691165804862976,True,0.07658427208662033,True,1.8474578610039316e-05,0.01
gpomdp_logbarrier_handoff,705,18,72000,546.4135158976487,True,236.76364135742188,0.12878787517547607,70.3714370727539,210.23818969726562,2965.231689453125,152.3946533203125,0.29722231280655187,0.05139384347683756,-0.5044316649436951,True,-0.08009219914674759,True,9.68531003309181e-06,0.01
gpomdp_logbarrier_handoff,705,19,76000,546.4135158976487,True,307.052490234375,0.1283305436372757,70.12154388427734,316.9604187011719,4717.50927734375,159.61618041992188,0.2283698915151385,0.033834841870156465,0.029391180723905563,True,0.008385098539292812,True,1.634329601074569e-05,0.01
gpomdp_logbarrier_handoff,705,20,80000,546.4135158976487,True,104.13943481445312,0.1250317543745041,68.31904602050781,152.7849884033203,3987.569091796875,149.94871520996094,0.656034346088328,0.03760404190072383,0.5503206253051758,True,-0.1461494117975235,True,1.449212049919879e-05,0.01
gpomdp_logbarrier_handoff,705,21,84000,546.4135158976487,True,180.86502075195312,0.12337987124919891,67.41642761230469,229.10641479492188,4164.0673828125,143.30357360839844,0.37274442195632057,0.034414326290658666,0.6246317028999329,True,-0.10850726813077927,True,1.6912632418097928e-05,0.01
gpomdp_logbarrier_handoff,705,22,88000,546.4135158976487,True,297.63720703125,0.12336095422506332,67.40608978271484,239.5549774169922,2703.16064453125,144.76475524902344,0.22647064342206932,0.05355388535339039,-0.8908360600471497,True,-0.1210482269525528,True,1.208480625791708e-05,0.01
gpomdp_logbarrier_handoff,705,23,92000,546.4135158976487,True,140.9156494140625,0.11639004945755005,63.59709548950195,185.35289001464844,3258.23828125,140.74671936035156,0.4513132200287427,0.04319718424840159,0.5832450985908508,True,-0.14381305873394012,True,1.3442462659440935e-05,0.01
gpomdp_logbarrier_handoff,705,24,96000,546.4135158976487,True,224.34217834472656,0.11737636476755142,64.13603210449219,262.7352600097656,4007.544189453125,142.3021697998047,0.2858848593595275,0.03550857160210714,0.5068999528884888,True,0.11088740080595016,True,1.3862764717487153e-05,0.01
gpomdp_logbarrier_handoff,705,25,100000,546.4135158976487,True,329.3679504394531,0.11374463140964508,62.151607513427734,344.2325439453125,3480.693115234375,135.3155059814453,0.1886996212913342,0.03887602310849911,0.15021340548992157,True,-0.029690250754356384,True,1.4956054656067863e-05,0.01
gpomdp_logbarrier_handoff,705,26,104000,546.4135158976487,True,254.24945068359375,0.10382085293531418,56.7291145324707,231.52122497558594,2427.280029296875,145.04891967773438,0.22312384306020971,0.05975780211883982,-0.49429938197135925,True,-0.16386431455612183,True,1.0908433978329413e-05,0.01
gpomdp_logbarrier_handoff,705,27,108000,546.4135158976487,True,269.5135498046875,0.10162242501974106,55.52786636352539,240.31666564941406,3567.253662109375,136.22434997558594,0.20602996177285193,0.03818745816215219,-0.6003404259681702,True,0.0677475854754448,True,4.588052433973644e-06,0.01
gpomdp_logbarrier_handoff,705,28,112000,546.4135158976487,True,269.1849060058594,0.09882053732872009,53.99687957763672,220.29501342773438,3440.514892578125,137.91925048828125,0.20059400944442762,0.04008680525865489,-0.9234951138496399,True,-0.3064369559288025,True,1.0797730283229612e-06,0.01
gpomdp_logbarrier_handoff,705,29,116000,546.4135158976487,True,303.2620544433594,0.09924238920211792,54.22738265991211,300.8092346191406,4078.503662109375,134.1015167236328,0.17881360976547833,0.0328800775562566,-0.13445591926574707,True,-0.03258118778467178,True,1.9696628896781476e-06,0.01
gpomdp_logbarrier_handoff,705,30,120000,546.4135158976487,True,289.553955078125,0.10091105848550797,55.13916015625,324.2523193359375,2804.510498046875,128.50741577148438,0.19042792954208765,0.045821691828566824,0.5717781782150269,True,-0.32236701250076294,True,8.051018994592596e-06,0.01
gpomdp_logbarrier_handoff,705,31,124000,546.4135158976487,True,258.3318176269531,0.09144572168588638,49.96717834472656,215.3504180908203,3813.654296875,138.1332550048828,0.19342247038606064,0.03622070703106795,-0.8853439092636108,True,0.02149718999862671,True,2.143807250831742e-06,0.01
gpomdp_logbarrier_handoff,705,32,128000,546.4135158976487,True,169.57420349121094,0.09602118283510208,52.46726608276367,140.4189910888672,3421.478759765625,119.91217803955078,0.3094059414849798,0.035046886582971185,-0.6626168489456177,True,0.287180632352829,True,9.502747388978605e-07,0.01
gpomdp_logbarrier_handoff,705,33,132000,546.4135158976487,True,185.20166015625,0.08938048779964447,48.838706970214844,159.02426147460938,2671.038330078125,143.64474487304688,0.2637055571154754,0.05377861607431347,-0.6299692392349243,True,-0.06955793499946594,True,1.372432478774499e-07,0.01
gpomdp_logbarrier_handoff,705,34,136000,546.4135158976487,True,111.52774047851562,0.0939423218369484,51.33135223388672,142.68374633789062,3759.26611328125,124.73481750488281,0.46025636324780594,0.03318062987459243,0.46160954236984253,True,-0.05623134225606918,True,1.7516396155770053e-07,0.01
gpomdp_logbarrier_handoff,705,35,140000,546.4135158976487,True,215.34970092773438,0.08987823873758316,49.11068344116211,240.4226531982422,2816.598388671875,137.9612274169922,0.22805085509564904,0.048981504772515956,0.42623499035835266,True,-0.04215129837393761,True,1.7795154008126701e-06,0.01
gpomdp_logbarrier_handoff,705,36,144000,546.4135158976487,True,104.89590454101562,0.09247496724128723,50.52956771850586,118.0001220703125,2902.2880859375,125.3848876953125,0.48171154002250066,0.04320208193764147,0.03468102216720581,True,0.2677886486053467,True,1.9301517113490263e-06,0.01
gpomdp_logbarrier_handoff,705,37,148000,546.4135158976487,True,319.30120849609375,0.09051567316055298,49.458984375,356.06658935546875,5202.22607421875,117.4115219116211,0.15489757964885706,0.02256947703474296,0.708698034286499,True,0.21553006768226624,True,9.066164238902275e-06,0.01
gpomdp_logbarrier_handoff,705,38,152000,546.4135158976487,True,249.84866333007812,0.08750636875629425,47.814659118652344,234.03274536132812,2757.404052734375,121.97994995117188,0.19137448438330773,0.044237241847168055,-0.4159933030605316,True,-0.23760026693344116,True,1.116551266022725e-05,0.01
gpomdp_logbarrier_handoff,705,39,156000,546.4135158976487,True,146.72433471679688,0.08397077769041061,45.88277053833008,141.52743530273438,2316.024658203125,122.4154052734375,0.3127141153980469,0.05285582985477055,-0.26761594414711,True,0.2833661437034607,True,7.582497801195132e-06,0.01
