method,seed,update,true_environment_steps_before_update,beta,barrier_active,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,total_gradient_norm,naturalized_reward_norm,naturalized_barrier_norm,euclidean_barrier_to_reward_ratio,natural_barrier_to_reward_ratio,euclidean_cosine,euclidean_cosine_defined,natural_cosine,natural_cosine_defined,realized_kl,damping
gpomdp_reward_only,707,0,0,0.0,False,146.3981170654297,0.1860141158103943,0.0,146.3981170654297,3695.294189453125,0.0,0.0,0.0,-0.24480973184108734,True,nan,False,6.656617188127711e-05,0.01
gpomdp_reward_only,707,1,4000,0.0,False,111.64769744873047,0.18894748389720917,0.0,111.64769744873047,4027.3759765625,0.0,0.0,0.0,0.010820291936397552,True,nan,False,2.872504774131812e-05,0.01
gpomdp_reward_only,707,2,8000,0.0,False,210.37545776367188,0.18908457458019257,0.0,210.37545776367188,2758.653564453125,0.0,0.0,0.0,-0.34932631254196167,True,nan,False,2.8020278477924876e-05,0.01
gpomdp_reward_only,707,3,12000,0.0,False,291.4945068359375,0.19875609874725342,0.0,291.4945068359375,3514.295654296875,0.0,0.0,0.0,-0.09420143812894821,True,nan,False,4.809202073374763e-05,0.01
gpomdp_reward_only,707,4,16000,0.0,False,255.8426055908203,0.1970818042755127,0.0,255.8426055908203,3831.294677734375,0.0,0.0,0.0,-0.7460391521453857,True,nan,False,3.845287210424431e-05,0.01
gpomdp_reward_only,707,5,20000,0.0,False,184.60643005371094,0.20396283268928528,0.0,184.60643005371094,3831.426513671875,0.0,0.0,0.0,0.5783278346061707,True,nan,False,1.537465323053766e-05,0.01
gpomdp_reward_only,707,6,24000,0.0,False,235.55380249023438,0.20573732256889343,0.0,235.55380249023438,4832.86962890625,0.0,0.0,0.0,-0.20326198637485504,True,nan,False,1.8474507669452578e-05,0.01
gpomdp_reward_only,707,7,28000,0.0,False,179.82388305664062,0.20839788019657135,0.0,179.82388305664062,3497.525146484375,0.0,0.0,0.0,-0.4839803874492645,True,nan,False,1.4793783520872239e-05,0.01
gpomdp_reward_only,707,8,32000,0.0,False,264.0539855957031,0.20653754472732544,0.0,264.0539855957031,3208.22412109375,0.0,0.0,0.0,-0.31810474395751953,True,nan,False,1.5883404557825997e-05,0.01
gpomdp_reward_only,707,9,36000,0.0,False,241.24240112304688,0.2101885974407196,0.0,241.24240112304688,4135.69970703125,0.0,0.0,0.0,0.1701194941997528,True,nan,False,1.0702887266234029e-05,0.01
