method,seed,update,true_environment_steps_before_update,beta,barrier_active,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,total_gradient_norm,naturalized_reward_norm,naturalized_barrier_norm,euclidean_barrier_to_reward_ratio,natural_barrier_to_reward_ratio,euclidean_cosine,euclidean_cosine_defined,natural_cosine,natural_cosine_defined,realized_kl,damping,valid,invalid_reason,target_kl,predicted_kl,scale_factor,gradient_norm,natural_direction_norm,quadratic_form,solve_residual,fisher_condition_number,damped_condition_number
npg_logbarrier_handoff,717,0,0,546.4135158976487,True,310.017822265625,0.1762797236442566,96.32162475585938,337.10894775390625,4623.86328125,179.11972045898438,0.31069705622707866,0.03873810914464619,0.13819731771945953,True,0.04395659267902374,True,0.0010599150555208325,0.01,True,,0.001,0.0010000001639127731,6.105823558755219e-05,337.10894775390625,4635.19140625,536465.1875,8.954229997470975e-05,87871416.0,74.27339935302734
npg_logbarrier_handoff,717,1,3589,546.4135158976487,True,202.95960998535156,0.17560333013534546,95.95204162597656,243.65086364746094,4720.6435546875,179.26516723632812,0.4727642196045894,0.03797473059755202,0.23020869493484497,True,0.2649686336517334,True,0.000728367012925446,0.01,True,,0.001,0.0010000000474974513,8.03109141997993e-05,243.65086364746094,4771.275390625,310085.0625,0.00011584364256123081,240779136.0,76.31692504882812
npg_logbarrier_handoff,717,2,7392,546.4135158976487,True,258.6645202636719,0.16401831805706024,89.621826171875,245.4050750732422,5938.12548828125,161.2577362060547,0.34647900717314545,0.027156336881780794,-0.3173961043357849,True,-0.3554449677467346,True,0.00129241484683007,0.01,True,,0.001,0.0009999999310821295,5.649792365147732e-05,245.4050750732422,5882.7392578125,626563.375,0.00013348483480513096,214080032.0,72.41007232666016
npg_logbarrier_handoff,717,3,10917,546.4135158976487,True,384.6498718261719,0.16858376562595367,92.11644744873047,398.6831359863281,5543.296875,203.59674072265625,0.23948128985821956,0.03672845696590195,0.03538147360086441,True,0.13129176199436188,True,0.0008304996299557388,0.01,True,,0.001,0.0010000001639127731,5.860140663571656e-05,398.6831359863281,5573.68408203125,582390.0,0.0001675852545304224,74373728.0,77.32733917236328
npg_logbarrier_handoff,717,4,14474,546.4135158976487,True,171.6016082763672,0.17251433432102203,94.26416015625,163.02943420410156,4240.34912109375,196.30838012695312,0.5493197942785946,0.04629533430405787,-0.3633263409137726,True,-0.2431747019290924,True,0.0011384509271010756,0.01,True,,0.001,0.0010000001639127731,8.098436228465289e-05,163.02943420410156,4196.93408203125,304949.3125,6.084187771193683e-05,271778592.0,83.62793731689453
npg_logbarrier_handoff,717,5,18023,546.4135158976487,True,456.6275634765625,0.16697585582733154,91.23786163330078,428.1540832519531,5413.81689453125,217.6999969482422,0.19980804693141083,0.04021192463456811,-0.4022535979747772,True,-0.05269699543714523,True,0.0009200538042932749,0.01,True,,0.001,0.0010000001639127731,5.0849241233663633e-05,428.1540832519531,5406.71826171875,773501.375,0.00021933854441158473,179152368.0,87.12802124023438
npg_logbarrier_handoff,717,6,21601,546.4135158976487,True,443.6393127441406,0.18200039863586426,99.44747924804688,373.47222900390625,5511.400390625,255.7482452392578,0.22416290980371492,0.04640349586545928,-0.7618533968925476,True,-0.1953773945569992,True,0.0010415776632726192,0.01,True,,0.001,0.0009999999310821295,6.334151839837432e-05,373.47222900390625,5467.19091796875,498486.0625,0.00016880275506991893,332620064.0,85.97654724121094
npg_logbarrier_handoff,717,7,24768,546.4135158976487,True,308.7259826660156,0.19669364392757416,107.47606658935547,311.194091796875,5797.75146484375,247.711181640625,0.3481277010157732,0.042725388134122244,-0.15100790560245514,True,0.03142998367547989,True,0.0010377008002251387,0.01,True,,0.001,0.0010000001639127731,6.354067591018975e-05,311.194091796875,5810.81494140625,495366.25,0.00025791150983422995,473509984.0,87.8464126586914
npg_logbarrier_handoff,717,8,28085,546.4135158976487,True,274.0868225097656,0.20567400753498077,112.38307189941406,243.06973266601562,6464.259765625,254.01840209960938,0.4100272711775842,0.03929582215281682,-0.4653915762901306,True,-0.09387456625699997,True,0.0009078731527552009,0.01,True,,0.001,0.0010000003967434168,7.057936454657465e-05,243.06973266601562,6445.37646484375,401489.84375,0.00020267919171601534,5468718592.0,94.80708312988281
npg_logbarrier_handoff,717,9,31636,546.4135158976487,True,447.76055908203125,0.22363372147083282,122.19648742675781,337.6270446777344,5437.59130859375,261.0375061035156,0.27290587558063817,0.04800609153743557,-0.9268932938575745,True,-0.3040028214454651,True,0.0011120146373286843,0.01,True,,0.001,0.0009999999310821295,6.848156044725329e-05,337.6270446777344,5364.00244140625,426464.28125,0.0001139800442615524,152126064.0,99.3468017578125
npg_logbarrier_handoff,717,10,34854,546.4135158976487,True,586.6172485351562,0.22329287230968475,122.01024627685547,488.7199401855469,5007.4755859375,310.0250244140625,0.20798953079120608,0.06191243853184351,-0.8394129872322083,True,0.03947582095861435,True,0.0009132979903370142,0.01,True,,0.001,0.0010000003967434168,5.608058563666418e-05,488.7199401855469,5029.263671875,635923.625,0.0001539652730571106,287320128.0,86.56083679199219
